comment;
odiei porque antes eu falava Jogos aí ela respondia Você pode jogar um desses jogos;
"odiei porque essa desgraça fica travando meus vídeos no yt eu nem falei nada nem abri, e ele abre sozinho já desinstalei ‘‘mas’ ’ ele ainda continua lá na moral ja tô sem paciência!!";
Odiei pq não e desponivel para qualquer nota 0 orrivel;
Odiei Roubaram meu celular onde estava instalado o Google Assistente que funcionava super bem Agora que comprei um telefone de 2016 ele não funciona pois o meu telefone tem que ser um Android de 2016/17 à [.][;
"Odiei, primeiro que nem precisa do app se so funciona on-line e outra coisa eu já desinstalei o app e não para de abrir o Google Assistente, quero saber como se desativa ele, e também deverir pra o público dar sugestões de resposta";
oi preciso muito de ajuda nao acho nada na internet que ajude quero usar ok google offline e nao funciona simplesmente nao funciona so quero comando de aumentar baixar e reproduzir musica ‘‘mas’ ’ nao funciona se me ajudarem sem dividas dou 5 estrelas;
"Ok Google , e mais nada";
Ok Google funciona na primeira vez que é chamado e se logo em seguida chamar novamente ele não responde;
ok Google funciona quando quer no Moto G7;
Ok Google não funciona;
"OK GOOGLE não funciona no Redmi Note 8! Você tem que apertar o botão home, ou atalhos, para o assistente começar a te ouvir[.]";
"Ok Google no LG K10 (novo) 2017 ele não esta compativel, please ajeitem isso";
"ok Google ou não habilita, ou não da sinal de vida quando digo ok Google";
Ok Google parou de pegar falou que tá não está disponível no momento;
"Olá Google, tenho um Xiaomi Mi Max 2 e não consigo configurar o Voice Mach do Google assistente";
"Ola Google,me ajuda porfavor,eu estou abrindo o app do Google Assistente,’’mas’ ’ diz que não é compativel com meu dispositivo,resolve isso porfavor[.]";
ola meu celular ta com problema com o app ta falando q ele não é compatível mais meu celular tava funcionando normal um tempo atrás por que issu agora?;
Ola meu nome é Thalison e eu tenho um moto G5 e ele é Android 8.1.0 e só tem versão para Android 6.0 [.];
Olá tenho um celular samsung j5 pro e esse App diz na mensagem que esse aparelho o App não está disponível;
"Olá tenho um Moto G6, e ao contrário de algu";
"Olá, estou tentando usar o app do Google assistente no meu Motorola one Vision e todas as vezes que eu faço o comando ok Google ele reconhece minha voz e na hora de me responder ele trava, fecha o app e aparece uma mensagem dizendo que esse aplicativo parou de funcionar[.]";
"Olá, eu desinstalei esse assistente e ele continua abrindo no meu smartphone sem eu querer, como paro isso?";
Olha não consigo usar no meu dispositivo só uma estrela;
Olha o assistente não pega no meu celular;
Olha para que o aplicativo é compatível com o moto e4 se já tem isso nos celulares Motorola;
Olha só consigo mexer mesmo no da minha tia no meu não dá eu acho que poderiam tentar fazer um com o Google assistente com um que poderiam com menos da versão 5 como o moto g c plus ficariamos muitoooo feliz se fizerem volto pra dar as 5 estrela;
"Olha só eu gostei mais quando fui Desitalar travou e não queria,como se diz";
"Opcção Comando Google Ok Ligado,,,,, adeus bateria, e deixou de funcionar depois disso,,, ainda bem uso o assistente, não preciso do comando ok goole para nada da maneira que impressionou,[.]";
oque tem acrecentado no meu celular quaç o problema onde vou acomularbesses aplicarivos quem deu esse espaço[.];
"Orrivel , eu abro e dis que nao suporta o meu dispositivo o meu é android 7.0";
orrivel fala no meu cel que não está disponível;
Orrivel kkkkkkk zuei gostei mai num da pa usa nu meu celula po;
orrivel quando estou normal Mexendo no meu telefone vai e entra sem eu falar toda hora orrivel lixo não abaixem vai piora sua vida e do teu telefone ��������������;
Os comandos por voz não funciona com a tela apagada no Android 8.1.1 por favor arrumem isso;
Os lembretes às vezes não tocam;
"ótimo! ‘‘mas’ ’ quando solicito que ela toque uma música do Deezer, não funciona[.]";
Ou escolher um app padrão para concluir ações[.];
Outra hora mostra lembretes antigos;
"ouvi falar bem, ‘‘mas’ ’ que pena que não é compatível com o J7 neo[.]";
Para de parar minha musicaaaaaaaaaaaaaaaaaaa!!!!!!!!!!!!!!!!!!;
"Para desligar minha TV com o Chromecast funciona com comando de voz em português,";
"para ligar só funciona em inglês, não em português";
Para meu J7 prime porque ??;
"Para ser melhor, ele poderia interagir com o Deezer App e reproduzir minha playlist favorita com o comando bom dia";
Parece que ele n gosta de ajudar com apps de outras marcas[.];
Parece que há um conflito com o app do Google;
Parece que não está mais disponível no meu idioma;
Parou de aceitar meus comandos de voz de repente;
"Parou de detectar músicas, sendo que esta funcionalidade funcionava perfeitamente[.]";
Parou de funcionar;
parou de funcionar;
"PAROU DE FUNCIONAR DE UM DIA para o outro, o smart locke também não funciona, não consigo mais habilitar a opção de desbloqueio do celular por voz[.]";
Parou de funcionar depois da última att[.];
Parou de funcionar do nada no meu aparelho;
Parou de funcionar no j5pro;
parou de funcionar no j7prime e eu não consigo mais usar!;
Parou de funcionar no meu celular depois da atualização[.];
Parou de funcionar no meu moto g 4 play;
Parou de funcionar no meu moto g5 diz que precisa de algu;
Parou de funcionar no meu Motorola Moto G7 Plus;
Parou de funcionar no meu One Acition[.];
Parou de funcionar no Moto One Vision[.];
parou de funcionar no moto z3 play;
Parou de funcionar no S7 do nada;
Parou de funcionar o assistente do google apos a atualização;
Parou de funcionar o Ok Google em qualquer tela;
Parou de funcionar o Voice match no meu moto g 6 plus[.];
"parou de funcionar, não reconhece minha voz";
"Parou de funcionar, você diz milhares de vezes e ele não faz nada";
parou de funcionar!;
parou de responder ao comando de voz;
Parou se funcionar depois da última atualização;
"peca pela falta de características offline, para funcionamento onde não há qualquer tipo de conexão (no Brasil, isso é comum)";
"Pede para redefinir padrão de voz e aparece tela solicitando que diga o comando Ok Google, ‘‘mas’ ’ quando digo infinitas vezes nada acontece[.][.][.]";
pedir muita coisa data de nascimento no dia que nasceu endereço e-mail é ruim;
Pedir para parar de jogar bola de cristal ‘‘mas’ ’ não parou!;
Pela primeira vez funcionou ao pedir pra tocar alguma música ou artista de um app de terceiro[.];
Pelo amor de Deus por favor preciso de ajudar não consigo falar com Google assistente quero muito falar com ela sou um testador Beta;
"pelo menos disfarcem, o assistente de geral tá abrindo sozinho sem nem ouvir ok Google e meu celular toda hora fica acendendo por causa disso";
Pena que não funciona no android 5.1 fora isso o aplicativo é ótimo parabéns Google;
Pensei que era o moto g6 plus que não acerta com o app ‘‘mas’ ’ na hora de dizer ok Google não sai da tela não funciona como já outros aqui relatam[.];
Perca de tempo[.];
percebo que ainda falta algu;
perdeu-se a interatividade por voz;
"Perfeito, faltou ser offline";
"perguntas todas sem noção,muito ruim";
permissões para abrir só que não comsigou;
Pesimo nao comsico usar seus podres nao instele e terrivel muito terrivel;
"Pesquisei sobre e vi que este app só pega na versão 5.1 lollipop ‘porém’ o meu software é 5.1.1 e tambén é lollipop então pq diz que não é compativel com o meu,estou super chateada,no do meu pai pegou e eu adorei o pouco que usei,esperei tanto por isso e não pega no meu celular sou fisurada por estas …";
"Pessima Ela nao responde muito bem, so tem a mesma perguntas nao pode fazer outras perguntas legal";
Péssimo;
Pessimo aff fiquava disse esse app parou dava uma raiva;
pessimo app ainda mais apar da anitta pessima cantora;
Péssimo app[.];
Péssimo ativa TD a hora mesmo sem ser chamado;
Péssimo ele não ta mais gravando o comando Ok Google;
péssimo meu telefone é o j6 Plus e fala que nn é compatível e antes era compatível;
Pessimo n chega nem a entrar n app trava td;
"Péssimo nao entende o que falamos mesmo soletrado devagar, precisa melhorar mto pra ficar ruim";
"Péssimo para ouvir, tente fazê-lo tocar Someone New e ele só vai ouvir Samuel que não tem nada a ver, está péssimo para reconhecer";
Péssimo quero OTIMIZADOS os games pelo app;
Péssimo só fala que o Google está fora de alcance;
"péssimo, nao consegue entender uma pergunta em sequência da outra";
"Péssimo, nao consigo configurar o Voice match simplesmente pq ela nao me escuta pede pra eu repetir ok Google ‘‘mas’ ’ eu falo e n sai nem da primeira, repito várias vezes e nada[.]";
"Péssimo, o app está interrompendo a minha transmissão ao vivo sem ser chamado[.]";
"Péssimo, o assistente contém muitos bugs ainda infelizmente, na parte de rotinas, algu";
"Péssimo! Eu consigo baixar mais quando abro aparece q não é compatível com meu dispositivo, ‘se não’ vai funcionar pq colocam q da pra baixar?";
"Pessisamos usar isso!esse app é necessário eu estou chocada por que pressisa de dispositivo compativel?! Queremos usar gente ,ordeno q isto n aconteça mais";
Pessoal descobri o problema quando e ele para de funcionar relatando estar com falha ao conectar com microfone do celular;
Pessoal não baixa e muito chato eu não consigo já desinstalei vai se fude bagulho ruim se tivesse como dar 0 estrelas eu dava danisse vão se fude;
PIOR AP DO MUNDOOOOO Pesquisem uma coisa de geografia e o Ap ficou saindo oDieii PIOR AP DO MUNDOAOOAITSKJSBDBE;
Pior aplicativo no meu celular só apareço fecha é pior aplicativo que eu já instalei;
Pior aplicativo que eu já instalei é muito ruim Esse negócio é mais ruim do que o pior aplicativo que a gente nesse mundo;
Pior app do mundo ele não pega no meu A40 seus ******* ***** *** ****;
Pior app eu com meu lg k8 lte com todos os requiritos nao consigo si quer entrar;
"pior App que eu já usei, não recomendo a ninguém[.]";
"PIOR APP QUE EU JÁ VI NA MINHA VIDAAAA!!!Pra que ter um monte de coisa caro?Me explica google,affs esse é o pior app pra mim google vc me decepcionou muito";
Pior assistente que existe n recomendo;
Pior q Baidu;
"Pode ainda não ser perfeito, ";
Pode falar ok Google até cansar q não funciona fala q com esse idioma não ativa o reconhecimento de voz;
pode melhorar ainda mais para quando estiver dirigindo ele executar melhor os comandos;
Poderia melhorar[.];
Poderia não precisar do comando de voz ok google para cada solicitacão! ;
Poderia ser muito mais inteligente...;
Poderia ser muito melhor[.];
Podia estar disponível pra moto G2 meu celular tem tudo que precisa;
Pois no meu diz que não está disponível[.];
"Pois só está disponível para alguns celulares, era muito melhor a outra versão, quando ele não era um aplicativo";
Por algum motivo diz q o google assistnte n está disponível pro modelo do meu cell[.];
Por caria toda hora trava eu tenho q entrar denovo;
"Por enquanto, o Google Assistente não está disponível em português (Brasil) Para acessar o Google Assistente, altere as configurações do sistema na seção Idioma ALTERAR IDIOMA Após atualização aparece isso";
"Por exemplo, é impossível dizer infantes sem que o aplicativo reconheça como infantis[.]";
"Por exemplo, eu falo conte uma piada, aí ela não fala nada, só começa a digitar como se fosse um chat[.]";
Por favor arrumem já estou com saudades;
Por favor atualizem e deixem disponível para galaxy J1 mini;
Por favor consertem;
"Por favor depois que o J710MM atualizou para o Android 8.1 não é compatível mais, arrumem";
"Por Favor Google, Libere o Assistente para 6.0, pois tenho todos os requisitos no meu Android e diz não ser compatível, Consertem isso e reavalirei a nota!!";
"Por favor o app tá dando alguns erros de comando ,melhora pra nós se for possível[.]";
Por favor tentem resolver isso[.];
"Por favor, implementa um match de voice personalizado Cada vez que passa uma propaganda na TV da jbl, lg e até da cartoon falando de recursos do assistent, o Google Home começa a fazer ligação";
"Por favor, tirem esse comando ok google";
por favor! deixe-a como antes!;
Por Favor! Esta dando incompatibilidade em muitos celulares;
Por que disponibilizam o app pro moto c plus sendo que quando você vai usar fala que não e compatível pro dispositivo e eu tenho os requisitos que tá na lista se fosse assim e preferível nem disponibilizar;
Por que não funciona no j1 2016?;
Por que não são todas as pessoas que tem condições de atualizar o app[.];
Por que não tem como eu usar o Google assistente ele fica falando que não é da versão de meu celular[.];
Por que no meu celular não pega o Google assistente;
Por quê o App não está disponível para Android A50 ?;
Por que o Google now laucher não e compatível com o Samsung j4+? Tive que baixar vários laucher até achar um semelhante e ‘mesmo assim’ não e igual ao Google now[.];
Por que o meu é de portugal;
"por que o meu não dar para por o idioma português, se o meu der certo eu ponho as 5 estrelas";
Por que o meu não pegou;
Por que só pode nos outros celulares ? E não num J1 mini?� eu vou denunciar esse app;
"Por que vocês oferecem uma ação que não se pode usar,o Voice match simplesmente não está funcionando fiquei vários minutos e inúmeras tentativas de configurá-lo,falando ok Google sem parar para no final saber que não está funcionando e isso acaba sendo muito frustante";
porfavor me mande uma respota paraeu saber ;
Porque ele ainda não está atualizado com idioma em português?;
Porquê não esta funcionando no moto g6 play;
Porque o google assitente não está disponível para meu aparelho Samsung a20s? Como resolver?;
Porque o meu não esta respondendo igual aos outros ?;
Porquê o Okgoogle para de funcionar ? está dando bug fica só em inglês e tem hora que nem assim;
porquê que muitas vezes o assistente não deixa eu terminar de falar;
Poxa o meu não pega por que é lg k10 2016 e diz que não esta disponivel no meu dispositivo[.][.];
pq as vezes ele não responde quando falo;
Pq fica sem voz não responde e tem horas que não reconhece a voz;
Pq nao da pra usar todos os telefones;
Pq não entra já tem um ano e não quer entrar aaaaaa que ódio;
Pq no meu Galaxy a50 não está funcionando a opção ok google Tá horrível esse app;
Pq o app não entra no moto g 4 plus a minha internet é 7.0 eu tenho Google play serviços eu tenho tido q precisa pra entra e n entra;
"Pq quando instalo aparece a Seguinte mensagem, o Google Assistente não esta disponivel nesse dispositivo é muito pq eu estava na esperança que Funcionaria";
"Pq quando pesquiso jogo de corno, abrir no fre fire? Skksksks";
Pq vcs n AVISARAM ANTES q tem alguns disponiveis q n tem como usarrr se desse p colocar nenhuma estrela colocaria 0;
pra isso tem que desinstalar meus outros jogos ����;
pra mim ele não está abrindo por que aparece que eu não tenho todos os requisitos para que o app funcione;
pra mim não aparece a opção de voz do assistente;
"precisa afinar para entender as perguntas melhores, pois a vezes ela acha que estou afirmando algo, quando na verdade é uma pergunta";
Precisa amadurecer muito a parte de automação residencial e controle de dispositivos;
precisa de itens vá entender;
Precisa de mais respostas;
Precisa de melhorar esse app não funciona direito;
Precisa de uma atualização URGENTE!;
precisa manter uma conversa mais fluida para não ser necessário ficar retomando algo já dito;
"precisa melhora velocidade de abertura do App, o comando ok google demora e muitas vezes não entendi e por fim otimizar mais ainda";
Precisa melhorar bastante a inteligência artificial;
Precisa melhorar colocar mais interação assim como a siri;
Precisa melhorar isso;
Precisa melhorar o reconhecimento de voz!;
Precisa melhorar o sistema de tocar músicas;
precisa ser mais otimizado;
Precisam de otimizar o aplicativo pois o mesmo está instável referente as dificuldades constantes de atender aos comandos de voz[.];
Precisam melhorar muito[.];
Preciso abrir manualmente p poder usar o comando de voz no G7 Plus[.] ☹️;
"Preciso de ajuda, meu dispositivo contém tudo oque é necessário para ser compatível com o google assistente,";
prescisa concertar a conversa e os jogos;
presisa de atualisa maioria das vesis n responde coretamente e n desbroqueia atela inicial portanto e nota 4 temque melhora bastante?;
problema no layout;
"problema no voice match, a hora de reconhecer a voz três vezes fica só ouvindo e não reconhece a voz , fica só ouvindo diga ok google e nao reconhce a voz meu celular é moto g6 playpl";
Problema pra identificar musica;
Pt pt precisa de muitas atualizações basicamente procura tudo no google;
qd clico para abrir aparece a msg dizendo;
qualquer coisa jogando tbm abre sozinha nem chamo ela mais ela abre;
quando abrir o app dizia que no meu nao estavo disponivel para o meu smart e nao pode mais usalo mesmo desinstalando e o reinstalando;
Quando adiciono lembrete pelo Google assistente não recebo notificações[.];
"Quando ativa Voice match , na configuração de voz não grava[.]";
quando chega a hora ele parece que esquece de avisar…;
Quando chega na parte de configurar o Ok Google a tela trava e não acontece Nadaaa [.];
"Quando digo Ok google a assistente começa à ouvir e para antes que eu de termine de falar (+- 3 seg), ‘‘mas’ ’ quando clico no ícone microfone ela fica ouvindo até terminar[.]";
"Quando digo ok google ela não está registrando a vinha voz, o que não estou entendendo é isso, vê se arrumem isso, pois ela facilita bastante a minha vida com o comandando por voz[.]";
"quando digo pra ativar o horário do alarme, o App para e fecha";
"Quando dou o comando de voz ele reconhece e as vezes não, e quando conhece não entende a frase para a pesquisa[.]";
quando é pra falar de volta o mesmo só abre 3 segundos e fecha;
Quando ela faz isso o meu celular fica todo bugado[.];
"quando entrei no app aparecia que meu dispositivo não estava disponível,segui as dicas para conseguir usar o app";
quando entro fala q mej dispositivo n e compativel;
Quando entro fala q n é compatível com esse dispositvel sendo q o meu celular é o SAMSUNG GALAXY A10;
Quando estou assistindo um vídeo E no vídeo alguém fala (ok) O assistente reconhece a voz;
quando estou numa reunião as vozes de outras pessoas que vem de microfone com caixas de som reconhece;
Quando eu abro o aplicativo aparece que não é compatível com meu dispositivo[.];
Quando eu digito *onde estou* retorna uma mensagem que eu tenho que compartilhar a minha localização com o Google assistente[.];
quando eu estalei nao queria abrir;
"Quando eu estou escutando música no celular, eu vou escrever uma coisa para ela aí quando eu mando a mensagem , ela para a música e manda a mensagem reposta! ISSO É MUITO CHAAATO!! ela fica parando a musicaaaah";
"Quando eu falo ok google não dá em nada, tentei configurar mais ele não corresponde com a minha voz";
"Quando eu falo ok google, ele não responde, tenho que clicar no App para abrir, Não sei se só acontece isso no meu celular ,";
"Quando eu fui instalar o app disse que no meu celular não pode funcionar, eu fiz tudo oq tinha que fazer: o meu celular é Android de versão acima de 6.0, o meu celular tem mais de 1,0 GB, tem o Google Play Services e por fim esta em um idioma que tem lá";
Quando eu instalo aparece uma mensagem falando que não está disponível no meu dispositivo :/;
quando eu peço para ela colocar o celular para despertar ela para de funcionar (s7);
"Quando eu peço para mandar uma piada, ele não manda";
Quando eu peço pra reconhecer o áudio dura um segundo e ela não consegue reconhecer eu tô exatamente a meia hora tentando e tentando e não consigo;
Quando eu quero conversar com ele ele não aceita mais é bom;
"Quando eu tento entrar aparece que o google parou, e nao entra, l i x o";
"Quando eu vou configurar minha voz, o app não me deixa fazer isso[.]";
Quando eu vou registar ele só aparece “ouvindo;
quando falo não funciona;
Quando falo ok google nada acontece;
"Quando falo Ok Google não funciona, não abre nada[.]";
Quando foi abrir o app não funciona diz que tinha que fechar;
Quando inicio o aplicativo aparece a seguinte mensagem o Google apresenta falhas continuamente;
"quando instalo o app aparece q meu cllr n er compatível �sendo q ele er Android 5.1.1 o app parece ser muito bom e me ajudaria muito,";
Quando peço para falar as notícias não para de jeito nenhum;
"Quando reinstalado, perdeu essa integração[.]";
Quando resolverem o problema volto a dar 5 estrelas;
"quando tento acessar ele diz que o app não está instalado, embora esteja";
Quando vai disponibilizar a versão 2.0 a mesma do pixel 4;
Quando vc escolhe fazer chamada e diz o nome do contato ele busca um nome aleatório no search e vira explicação de wikipedia;
Quando vocês vão atualizar a assistente para a última versão 2.0? Desde 2018 sem uma única atualização[.];
Quando vou abrir o aplicativo ele diz que não está disponível para este dispositivo Android #feio;
"Quando vou configurar, ele trava";
Quando vou gravar a voz ele fica indisponível;
"Quase tudo que pergunto, ela faz uma pesquisa no Google, mais parece um buscador inteligente do que um assistente!!";
Que furada;
Que Google assistente mais besta�;
"Que idiotice,nem está em português ���";
que merdaaaaaa é essa;
Que não estava despónivel para meu celular;
Que pena;
que pena que eu não conseguir estalar�;
que pena que noeu LG não pega;
Que pena que precisa de um monte de memória RAM pra funcionar[.];
"Que raiva , melhorem esse aplicativo por favor";
Que tipo de pessoa criar um app que não e pra todos android parabéns �;
"Queria baixar ‘‘mas’ ’ no meu celular nao pega, me ajudem";
"queria conseguir tocar músicas no Deezer usando comando de voz,";
Queria muito usar e gostaria que arrumassem isso[.];
Queria que fosse disponível pra qualquer versão de Android;
Queria que funcionace no android 7.0 puro porque o meu é o 7.0 puro e o da minha mae é o 7.0 normal e ele tem injustiça google asistente;
Queria que mudassem isso;
"Quero Desinstalar,";
Quero que esse troço suma do meu celular;
quero saber por qual motivo Google assistente nao funciona no meu dispositivo ja baixei ‘‘mas’ ’ diz que meu telefone nao esta disponível ‘‘mas’ ’ ja que meu e j7 pro Android 9 oque fazer ??;
Quero saber por que falo com o Googlo e ele não me responde;
"Realmente bom! ‘‘mas’ ’ só funciona com internet, limite que em 2019 já deveria estar ultrapassado[.]";
Realmente mataram o aplicativo;
Recebi a informação que o problema está no Google assistente[.][.][.];
Reconhecimento feito após reiniciar o aparelho diversas vezes;
Redmi note 8 ela n reconhece pt;
Remover a opção de desbloqueio por voz foi um erro;
Reporta uma mensagem: não está disponível neste aparelho;
Rui poque no meu nao pega abri mais em baixo fala fecha;
Ruim;
Ruim;
"Ruim dms, quando instalo diz que não tá disponível para meu dispositivo, então pq deu pra baixar caramba,";
Ruim é ocupa muito espaço no celular e não sabe o que é sexo;
Ruim eu instalei faz uma hora e ainda está instalando ����� é uma hora para conhecer o melhor site do mundo ����;
Ruim eu não consigo entrar o meu celular é Motorola G2;
Ruim não funcionar;
"Ruim porque não posso usar, porque fala que não tá disponível pra minha versão e olha que meu celular é Samsung j5";
ruim pra mim e para o meu coração e a gente vai ter que se eu não tenho mais de um grupo de amigos e familiares;
ruim que não fornece no meu celular;
"RUIM, COMO VCS QUEREM QUE O APLICATIVO FIQUE FAMOSO SENDO QUE ELE NEM QUER ESTAR DISPONÍVEL NO CELULAR!!??? SÓ VOU DAR MAIS ESTRELAS SE VCS ARRUMAREM ISSO!!!��";
"Sabe, mesmo após ser desinstalado continua no meu dispositivo, e as vezes volta a entrar quando uso o comando de voz Google";
Sabendo usar facilita bastante;
"Sacanagem ,tem gente que ainda tem celular com android pequeno ,faca me o favor Google";
Se estiver offline não é capaz se quer de abrir a calculadora[.];
se eu usa o botão de acesso rápido ela me atende;
Se fosse possível da nenhuma estrela eu dava a gente pede um comando e ela nunca entendi a Alexia é muito melhor sugiro todos trocarem o Google pela Alexia;
Se fosse possível daria menos …;
Se lascar ‘se não’ esta disponível pro meu dispositivo porque tem pra baixar essa bagaça????? ���;
Se o app não esta disponivel para o meu dispositivo então por que ele aparece na play store para mim? Deveriam bloquear o downloand para smartphones que não suportam tal app[.];
Se realmente vocês resolverem isso será perfeito[.];
"Se recusa a mandar mensagens, seja de texto ou whatsapp, liga em momento inoportuno e alem de tudo minhas mensagens são faladas em inglês";
Se seu celular não for a versão certa não dá para usar mesmo que seja do Google é ruim;
"Se vc tem um j5 pro, nem instale";
Se você desativa ele é pior pq daí ele fica solicitando que r…;
Se você tiver menos de 2 Giga de Ram nem baixe[.];
"Segundamente que esses dias ela não está ligando o microfone,ela diz q é pra gente verificar o status do microfone pra ele funcionar[.]";
"Sei lá oq, e fala q tem q ser 6.13 e não dá, até mudei o idioma deixei em inglês, e não foi";
"Sei q o app e MT bom ‘‘mas’ ’ botem p pegar no meu celular ele e um Multilaser MS50L pfv façam com que pegue, pois quando abro o app aparece seu dispositivo não e compativel com essa verçao";
"sem atualização e muito erro, quem instalar tem celular travando";
Sem esse recurso o app de otimo fica um lixo;
sem ser isso esta otimo;
Sem suporte para xperia xz premium;
sempre achei uma ferramenta interessante mais depois que meu android atualizou para o 9.0 me …;
Sempre dá mesmo erro falta de conexão e/ou servidor;
Sempre diz que o idioma não está disponível[.];
"Sempre foi meu assistente favorito, ‘‘mas’ ’ ao trocar de aparelho para um Samsung Galaxy S9 o assistente não interagi mais comigo, como faz em meus outros aparelhos antigos[.]";
"Sempre funcionou, agora do nada não consigo reativar o reconhecimento de voz;";
Sempre quando eu clico aparece o Google assistente não está disponível caso coloquem para 5.0 ou5.1 dou 5 estrelas�;
Sempre que ativo o Voice match ele apaga meus dados de voz sozinho;
"sempre que digo , ok google, apenas ativa a pesquisa por voz";
"sempre que digo , ok google, apenas ativa a pesquisa por voz[.]";
"Sempre que instalo o App no Galaxy S10+ tenho que reiniciar o smartphone, quando o App é iniciado o telefone fica travado";
"Sempre que tento usar, ele fecha o app sozinho logo que uso o comando de voz ou escrita e nem consigo acessar as configurações";
Sempre que vou ativar o Voice match da erro de conexao;
Sempre recebo a mensagem desculpe não posso te ajudar com isso[.];
Sendo que já há compatibilidade com o idioma português e inglês;
Sendo que meu aparelho é compatível com as características…;
"serve pra colocar o despertador ou criar um lembrete, todas as ouyras funcoes que se propoe, nao funcionam direito";
"Seu dispositivo precisa ter para usar: Android 5.0 ou versão posteriorGoogle app 6.13 ou versão posteriorGoogle Play Services1,0 GB de memória";
Sigo todos os passos do Voice match e não funciona[.];
Sim essa basta deu errado;
"Simplesmente app incrivel,’’mas’ ’ tem um ‘porem’ não consigo faze-la com que reconheça minha voz podem arrumar isso ?";
Simplesmente está bloqueada a opção VOICE MATCH[.];
Simplesmente eu nn consigo usar o app toda vez que tento nn da certo já fiz o possível pra conseguir usar ‘‘mas’ ’ nn da[.];
"Simplesmente não funciona, dizendo não estar acessível no meu dispositivo";
"Simplesmente o Voice Match não responde, eu tento configurar e nada! Isso é lamentável[.][.]";
Simplesmente parou de funcionar;
simplesmente parou de funcionar;
Simplesmente parou de funcionar;
Simplesmente parou de funcionar em meu Xiaomi mi8 lite;
Simplesmente parou de funcionar não está funcionando o recurso (ok googl) gostaria de uma resposta;
Simplesmente sumiu todas minhas configurações e não grava mais minha voz[.];
só acho errado ela indicar pesquisas Ao inves falar;
"Só algumas vezes que ela erra os eu quero dizer, ‘‘mas’ ’ ";
Só aparece a mensagem O GOOGLE ESTÁ FORA DE ALCANCE[.];
Só aparece a mensagem que o Google está longe de alcance[.];
só botei uma estrela porque esse aplicativo não funciona no meu celular da marca Multilaser Ms 50L pois já podiam atualizar esse aplicativo para o aplicativo funciona no meu celular;
Só da a mensagem que o Google não está no alcance!;
so da a opcao de vincular ao Spotfy;
"Só dá pra instalar, ele não quer abrir no meu celular, diz que eu não tenho tais requisitos, só que eu já verifiquei tudo, o meu celular é um Moto C Plus";
Só dei 1 estrela pois quero o Google assistant go ‘‘mas’ ’ não tá disponível no meu j5 pro 2017;
Só dei uma estrela porque o meu k12 max não ta consegunido ativa o google assistente[.];
só dou 3 estrelas pq ñ dar pra desbloquear o celular com a voz[.];
"Só é possível abrir o app pelo assistente em músicas aleatórias de playlists sugeridas, não a do usuário";
"Só em inglês, então corrigir isso pq gosto muito[.]�";
Só espero que vcs consertem isso logo!;
só exibe mensagem dizendo que não consegue acessar a rede Wi-Fi;
Só falta para de idica os resultados e começa prática;
So faltava ela jogar se bos autorizasse;
So faltou abrir com a tela bloqueada;
Só funciona clicando no microfone e não dizendo ok Google[.];
Só funciona com a tela ligada[.];
Só funciona com clique no microfone no redmi note 8 da xiaomi precisa corrigir isso!!!;
Só funciona quando abro o app manualmente[.];
So funciona quando clico no microfone[.][.][.];
Só funciona se ligar a tela e mesmo configurando a conversa contínua tem que falar ok Google toda hora;
só funciona se precionar por um tempo o botao iniciar;
só não dá para mudar essa voz inritante;
só não do 5 estrelas por 1 motivo não da pra fazer ligacão do whatsApp tanto como ligacão de video e tanbem nao dar nem de normal;
só não dou 5 estrelas por conta da incompatibilidade com o YouTube music;
so nao dou 5 estrelas por que quando eu falo uma frase de musica ela me coloca em uma musica ‘‘mas’ ’ eu só quis falar uma coisa para ela google faça com que ela entenda mais coisas por favor ‘‘mas’ ’ fora isso ela é muito legal!!!;
só não estou conseguindo realizar chamadas falando com a assistente;
Só não uso mais vezes por achar estranho falar Ok Google[.];
só nos vídeos porque eu não consigo me conectar fala que tem que fazer alguns ajustes;
só o defeito q tem vezes q ela trava mais é muito bom ela é quase uma amiga virtual ela é muito legal vale os 5 pontos;
"só podiam melhorar um pouco, porque as vezes trava sem falar que a Google assistente não intende nada que falamos❤���eu só estou pedindo uma melhora não falando q não gosto do app";
só precisa melhorar o tempo de resposta;
só q as vzs ela meio q trava ou não entende o que falamos a assistente;
"só q ue as vezes o Google Assistente abre sozinho, sem eu dizer uma se quer palavra, e isso ta muito estranho, em um dia ela ja abriu 5x sozinho";
"só que ele não está pegando em celulares com o Android 5.1.1, como os galáxias j1, então seria muito bom se pegasse, porque várias pessoas possui esse modelo de celular[.]";
"Só que eu não consigo falar com ela porque sempre diz que o Google assistente tá fora de alcance, e já tem dois meses���";
só que o problema que demora demais pra ela dar a resposta e as vezes ela nem entende oq nós fala e dar uma raiva;
só que quando eu fui entrar não dava porque faltava alguns apps;
só que quando peço para iniciar uma chamada de vídeo no WhatsApp NN inicia faz uma chamada de voz ‘‘mas’ ’ tbm NN no WhatsApp! Deveria Atualizar esse bug;
"so quero que vc,criador, arrume uma coisa";
Só quero saber pq desde que atualizei meu celular pro 8.0 não funciona mais !? Usava pra tudo é agr não funciona ( meu celular j7prime2);
Só serve pra dispositivos avançados[.];
SO TEM PRA SAMSUNG;
"só tem um bug que do nada eu falo alguma coisa (sem que seja ok google) e o google aparece na minha tela e isso me incomoda mt, resolvam isso, Obrigado";
